Derived constituent file for segment 31

JDAY,      TN,     NH3,      TP,Turbidit,     TSS,      pH,  SECCHI,
    69.500,    0.5074,    0.0002,    0.0357,    1.4737,    1.3583,    6.7882,    3.0832,
    69.604,    0.5075,    0.0002,    0.0360,    1.4937,    1.3750,    6.7860,    3.0820,
    69.701,    0.5077,    0.0001,    0.0363,    1.5376,    1.4115,    6.7776,    3.0790,
    69.806,    0.5080,    0.0001,    0.0366,    1.6226,    1.4823,    6.7657,    3.0735,
    69.903,    0.5084,    0.0001,    0.0372,    1.7242,    1.5665,    6.7507,    3.0670,
    70.000,    0.5087,    0.0001,    0.0377,    1.7969,    1.6267,    6.7389,    3.0623,
    70.104,    0.5088,    0.0001,    0.0384,    1.8507,    1.6712,    6.7358,    3.0602,
    70.201,    0.5088,    0.0001,    0.0390,    1.8930,    1.7060,    6.7277,    3.0607,
    70.306,    0.5087,    0.0001,    0.0397,    1.9276,    1.7345,    6.7261,    3.0628,
    70.403,    0.5086,    0.0001,    0.0403,    1.9371,    1.7420,    6.7245,    3.0654,
    70.500,    0.5085,    0.0001,    0.0404,    1.9126,    1.7217,    6.7258,    3.0673,
    70.604,    0.5087,    0.0001,    0.0405,    1.8815,    1.6960,    6.7309,    3.0668,
    70.701,    0.5089,    0.0001,    0.0402,    1.8259,    1.6501,    6.7334,    3.0650,
    70.806,    0.5092,    0.0001,    0.0402,    1.7958,    1.6251,    6.7369,    3.0623,
    70.903,    0.5094,    0.0001,    0.0403,    1.7871,    1.6178,    6.7391,    3.0609,
    71.000,    0.5095,    0.0001,    0.0409,    1.8160,    1.6415,    6.7337,    3.0600,
    71.104,    0.5094,    0.0001,    0.0424,    1.9122,    1.7205,    6.7265,    3.0601,
    71.201,    0.5092,    0.0001,    0.0436,    1.9742,    1.7714,    6.7199,    3.0629,
    71.306,    0.5091,    0.0001,    0.0443,    1.9927,    1.7867,    6.7179,    3.0670,
    71.403,    0.5089,    0.0001,    0.0444,    1.9714,    1.7691,    6.7176,    3.0711,
    71.500,    0.5089,    0.0001,    0.0444,    1.9487,    1.7506,    6.7185,    3.0735,
    71.604,    0.5090,    0.0001,    0.0443,    1.8961,    1.7074,    6.7221,    3.0757,
    71.701,    0.5093,    0.0001,    0.0447,    1.8833,    1.6972,    6.7202,    3.0750,
    71.806,    0.5096,    0.0001,    0.0453,    1.8835,    1.6977,    6.7187,    3.0735,
    71.903,    0.5099,    0.0001,    0.0462,    1.8967,    1.7088,    6.7167,    3.0722,
    72.000,    0.5102,    0.0001,    0.0473,    1.9199,    1.7279,    6.7146,    3.0711,
    72.104,    0.5105,    0.0001,    0.0486,    1.9601,    1.7611,    6.7107,    3.0703,
    72.201,    0.5106,    0.0001,    0.0500,    1.9993,    1.7933,    6.7092,    3.0705,
    72.306,    0.5106,    0.0001,    0.0512,    2.0375,    1.8244,    6.7050,    3.0712,
    72.403,    0.5107,    0.0001,    0.0520,    2.0533,    1.8373,    6.7040,    3.0721,
    72.500,    0.5108,    0.0001,    0.0529,    2.0735,    1.8539,    6.7042,    3.0722,
    72.604,    0.5110,    0.0001,    0.0540,    2.1000,    1.8755,    6.7016,    3.0713,
    72.701,    0.5112,    0.0001,    0.0550,    2.1208,    1.8924,    6.7017,    3.0704,
    72.806,    0.5114,    0.0001,    0.0558,    2.1335,    1.9027,    6.7008,    3.0699,
    72.903,    0.5115,    0.0001,    0.0565,    2.1344,    1.9035,    6.7007,    3.0702,
    73.000,    0.5118,    0.0001,    0.0572,    2.1264,    1.8970,    6.7013,    3.0708,
    73.104,    0.5120,    0.0001,    0.0579,    2.1116,    1.8849,    6.7012,    3.0721,
    73.201,    0.5122,    0.0001,    0.0584,    2.0931,    1.8698,    6.7023,    3.0740,
    73.306,    0.5123,    0.0001,    0.0585,    2.0442,    1.8299,    6.7042,    3.0776,
    73.403,    0.5123,    0.0001,    0.0570,    1.8812,    1.6963,    6.7159,    3.0873,
    73.500,    0.5119,    0.0001,    0.0530,    1.6387,    1.4964,    6.7359,    3.1006,
    73.604,    0.5117,    0.0001,    0.0502,    1.4446,    1.3349,    6.7612,    3.1103,
    73.701,    0.5113,    0.0002,    0.0493,    1.2972,    1.2104,    6.7855,    3.1232,
    73.806,    0.5107,    0.0002,    0.0489,    1.1669,    1.0994,    6.8086,    3.1393,
    73.903,    0.5104,    0.0002,    0.0488,    1.0900,    1.0333,    6.8249,    3.1507,
    74.000,    0.5101,    0.0002,    0.0488,    1.0342,    0.9851,    6.8364,    3.1589,
    74.104,    0.5100,    0.0002,    0.0487,    0.9827,    0.9404,    6.8474,    3.1656,
    74.201,    0.5099,    0.0002,    0.0487,    0.9423,    0.9051,    6.8520,    3.1700,
    74.306,    0.5099,    0.0002,    0.0487,    0.9150,    0.8813,    6.8555,    3.1723,
    74.403,    0.5099,    0.0002,    0.0487,    0.9020,    0.8698,    6.8634,    3.1732,
    74.500,    0.5099,    0.0002,    0.0488,    0.8866,    0.8565,    6.8638,    3.1751,
    74.604,    0.5100,    0.0002,    0.0489,    0.8869,    0.8567,    6.8626,    3.1750,
    74.701,    0.5101,    0.0002,    0.0491,    0.8915,    0.8606,    6.8615,    3.1746,
    74.806,    0.5102,    0.0002,    0.0492,    0.8867,    0.8564,    6.8620,    3.1756,
    74.903,    0.5103,    0.0002,    0.0494,    0.9005,    0.8683,    6.8587,    3.1747,
    75.000,    0.5105,    0.0002,    0.0496,    0.9192,    0.8845,    6.8526,    3.1731,
    75.104,    0.5110,    0.0002,    0.0501,    0.9725,    0.9305,    6.8414,    3.1678,
    75.201,    0.5127,    0.0002,    0.0524,    1.2010,    1.1275,    6.7945,    3.1450,
    75.306,    0.5142,    0.0001,    0.0552,    1.3818,    1.2814,    6.7648,    3.1302,
    75.403,    0.5146,    0.0001,    0.0563,    1.4218,    1.3148,    6.7591,    3.1286,
    75.500,    0.5150,    0.0001,    0.0572,    1.4530,    1.3408,    6.7559,    3.1273,
    75.604,    0.5157,    0.0001,    0.0587,    1.5240,    1.4005,    6.7468,    3.1224,
    75.701,    0.5166,    0.0001,    0.0607,    1.6090,    1.4716,    6.7368,    3.1168,
    75.806,    0.5176,    0.0001,    0.0628,    1.6976,    1.5454,    6.7273,    3.1115,
    75.903,    0.5182,    0.0001,    0.0641,    1.7448,    1.5845,    6.7222,    3.1087,
    76.000,    0.5186,    0.0001,    0.0649,    1.7708,    1.6061,    6.7199,    3.1074,
    76.104,    0.5188,    0.0001,    0.0654,    1.7817,    1.6151,    6.7196,    3.1071,
    76.201,    0.5189,    0.0001,    0.0653,    1.7731,    1.6080,    6.7189,    3.1082,
    76.306,    0.5187,    0.0001,    0.0648,    1.7482,    1.5874,    6.7192,    3.1106,
    76.403,    0.5185,    0.0001,    0.0642,    1.7148,    1.5597,    6.7225,    3.1133,
    76.500,    0.5184,    0.0001,    0.0636,    1.6822,    1.5326,    6.7246,    3.1158,
    76.604,    0.5184,    0.0001,    0.0634,    1.6611,    1.5152,    6.7263,    3.1172,
    76.701,    0.5184,    0.0001,    0.0631,    1.6411,    1.4986,    6.7264,    3.1183,
    76.806,    0.5186,    0.0001,    0.0633,    1.6333,    1.4922,    6.7254,    3.1188,
    76.903,    0.5188,    0.0001,    0.0634,    1.6229,    1.4836,    6.7253,    3.1197,
    77.000,    0.5190,    0.0001,    0.0636,    1.6066,    1.4701,    6.7252,    3.1212,
    77.104,    0.5191,    0.0001,    0.0637,    1.5784,    1.4465,    6.7257,    3.1236,
    77.201,    0.5192,    0.0001,    0.0637,    1.5422,    1.4164,    6.7270,    3.1269,
    77.306,    0.5193,    0.0001,    0.0636,    1.4911,    1.3737,    6.7287,    3.1314,
    77.403,    0.5193,    0.0001,    0.0633,    1.4318,    1.3240,    6.7346,    3.1361,
    77.500,    0.5190,    0.0001,    0.0619,    1.3516,    1.2565,    6.7428,    3.1418,
    77.604,    0.5182,    0.0001,    0.0584,    1.2274,    1.1510,    6.7656,    3.1490,
    77.701,    0.5178,    0.0002,    0.0562,    1.1336,    1.0708,    6.7824,    3.1554,
    77.806,    0.5176,    0.0002,    0.0550,    1.0500,    0.9987,    6.7988,    3.1642,
    77.903,    0.5175,    0.0002,    0.0543,    0.9750,    0.9336,    6.8141,    3.1749,
    78.000,    0.5174,    0.0002,    0.0540,    0.9264,    0.8912,    6.8251,    3.1819,
    78.104,    0.5176,    0.0002,    0.0539,    0.8884,    0.8579,    6.8309,    3.1868,
    78.201,    0.5177,    0.0002,    0.0538,    0.8601,    0.8331,    6.8425,    3.1900,
    78.306,    0.5179,    0.0002,    0.0539,    0.8484,    0.8227,    6.8436,    3.1910,
    78.403,    0.5180,    0.0002,    0.0539,    0.8307,    0.8072,    6.8460,    3.1928,
    78.500,    0.5181,    0.0002,    0.0539,    0.8165,    0.7946,    6.8472,    3.1945,
    78.604,    0.5183,    0.0002,    0.0540,    0.8049,    0.7844,    6.8499,    3.1957,
    78.701,    0.5184,    0.0002,    0.0541,    0.7988,    0.7790,    6.8505,    3.1965,
    78.806,    0.5185,    0.0002,    0.0542,    0.7967,    0.7770,    6.8502,    3.1969,
    78.903,    0.5187,    0.0002,    0.0544,    0.7888,    0.7700,    6.8520,    3.1980,
    79.000,    0.5189,    0.0002,    0.0547,    0.8077,    0.7864,    6.8476,    3.1963,
    79.104,    0.5191,    0.0002,    0.0550,    0.8213,    0.7982,    6.8452,    3.1951,
    79.201,    0.5194,    0.0002,    0.0555,    0.8484,    0.8217,    6.8385,    3.1928,
    79.306,    0.5200,    0.0002,    0.0566,    0.9345,    0.8966,    6.8145,    3.1850,
    79.403,    0.5215,    0.0002,    0.0593,    1.0987,    1.0378,    6.7850,    3.1707,
    79.500,    0.5232,    0.0002,    0.0620,    1.2471,    1.1645,    6.7622,    3.1586,
    79.604,    0.5243,    0.0001,    0.0636,    1.3281,    1.2335,    6.7513,    3.1520,
    79.701,    0.5252,    0.0001,    0.0647,    1.3803,    1.2778,    6.7428,    3.1478,
    79.806,    0.5258,    0.0001,    0.0652,    1.4027,    1.2968,    6.7364,    3.1458,
    79.903,    0.5262,    0.0001,    0.0655,    1.4140,    1.3064,    6.7360,    3.1448,
    80.000,    0.5265,    0.0001,    0.0656,    1.4187,    1.3104,    6.7327,    3.1445,
    80.104,    0.5263,    0.0001,    0.0652,    1.3949,    1.2903,    6.7346,    3.1465,
    80.201,    0.5261,    0.0001,    0.0646,    1.3616,    1.2621,    6.7387,    3.1496,
    80.306,    0.5253,    0.0001,    0.0632,    1.2881,    1.1997,    6.7464,    3.1561,
    80.403,    0.5241,    0.0002,    0.0612,    1.1859,    1.1127,    6.7580,    3.1648,
    80.500,    0.5237,    0.0002,    0.0602,    1.1285,    1.0636,    6.7651,    3.1699,
    80.604,    0.5235,    0.0002,    0.0596,    1.0949,    1.0349,    6.7682,    3.1725,
    80.701,    0.5232,    0.0002,    0.0589,    1.0565,    1.0019,    6.7736,    3.1755,
    80.806,    0.5217,    0.0002,    0.0559,    0.8753,    0.8451,    6.8077,    3.1913,
    80.903,    0.5204,    0.0002,    0.0525,    0.6289,    0.6265,    6.8848,    3.2173,
    81.000,    0.5207,    0.0002,    0.0520,    0.5697,    0.5729,    6.9087,    3.2253,
    81.104,    0.5210,    0.0002,    0.0521,    0.5519,    0.5566,    6.9148,    3.2279,
    81.201,    0.5214,    0.0002,    0.0521,    0.5411,    0.5467,    6.9185,    3.2292,
    81.306,    0.5216,    0.0002,    0.0522,    0.5351,    0.5412,    6.9184,    3.2298,
    81.403,    0.5218,    0.0002,    0.0523,    0.5323,    0.5386,    6.9222,    3.2302,
    81.500,    0.5220,    0.0002,    0.0524,    0.5284,    0.5351,    6.9273,    3.2308,
    81.604,    0.5223,    0.0002,    0.0525,    0.5171,    0.5247,    6.9312,    3.2318,
    81.701,    0.5228,    0.0003,    0.0527,    0.5036,    0.5121,    6.9326,    3.2330,
    81.806,    0.5238,    0.0003,    0.0532,    0.4605,    0.4720,    6.9450,    3.2371,
    81.903,    0.5241,    0.0003,    0.0534,    0.4440,    0.4566,    6.9501,    3.2394,
    82.000,    0.5240,    0.0003,    0.0533,    0.4557,    0.4675,    6.9459,    3.2385,
    82.104,    0.5240,    0.0003,    0.0534,    0.4797,    0.4897,    6.9357,    3.2358,
    82.201,    0.5248,    0.0002,    0.0545,    0.5718,    0.5725,    6.9085,    3.2272,
    82.306,    0.5253,    0.0002,    0.0551,    0.6201,    0.6159,    6.8929,    3.2233,
    82.403,    0.5255,    0.0002,    0.0552,    0.6220,    0.6174,    6.8909,    3.2239,
    82.500,    0.5259,    0.0002,    0.0555,    0.6447,    0.6376,    6.8825,    3.2219,
    82.604,    0.5270,    0.0002,    0.0565,    0.7229,    0.7076,    6.8547,    3.2141,
    82.701,    0.5287,    0.0002,    0.0581,    0.8344,    0.8063,    6.8251,    3.2032,
    82.806,    0.5303,    0.0002,    0.0595,    0.9216,    0.8832,    6.8013,    3.1946,
    82.903,    0.5314,    0.0002,    0.0602,    0.9673,    0.9235,    6.7856,    3.1901,
    83.000,    0.5319,    0.0002,    0.0604,    0.9800,    0.9347,    6.7803,    3.1889,
    83.104,    0.5318,    0.0002,    0.0601,    0.9594,    0.9168,    6.7843,    3.1908,
    83.201,    0.5316,    0.0002,    0.0598,    0.9390,    0.8990,    6.7851,    3.1930,
    83.306,    0.5314,    0.0002,    0.0593,    0.9088,    0.8726,    6.7914,    3.1963,
    83.403,    0.5309,    0.0002,    0.0587,    0.8685,    0.8372,    6.7996,    3.2005,
    83.500,    0.5307,    0.0002,    0.0583,    0.8411,    0.8131,    6.8056,    3.2033,
    83.604,    0.5311,    0.0002,    0.0583,    0.8409,    0.8129,    6.8043,    3.2032,
    83.701,    0.5311,    0.0002,    0.0581,    0.8259,    0.8000,    6.8031,    3.2044,
    83.806,    0.5314,    0.0002,    0.0580,    0.8230,    0.7979,    6.8016,    3.2045,
    83.903,    0.5319,    0.0002,    0.0581,    0.8257,    0.8007,    6.7947,    3.2040,
    84.000,    0.5321,    0.0002,    0.0579,    0.8099,    0.7873,    6.7928,    3.2055,
    84.104,    0.5322,    0.0002,    0.0575,    0.7800,    0.7613,    6.7974,    3.2085,
    84.201,    0.5322,    0.0002,    0.0572,    0.7470,    0.7323,    6.8009,    3.2119,
    84.306,    0.5320,    0.0002,    0.0568,    0.7104,    0.6999,    6.8093,    3.2159,
    84.403,    0.5306,    0.0002,    0.0553,    0.6124,    0.6112,    6.8478,    3.2262,
    84.500,    0.5293,    0.0002,    0.0535,    0.4955,    0.5043,    6.9032,    3.2381,
    84.604,    0.5293,    0.0002,    0.0530,    0.4440,    0.4567,    6.9298,    3.2433,
    84.701,    0.5296,    0.0003,    0.0529,    0.4138,    0.4283,    6.9462,    3.2468,
    84.806,    0.5304,    0.0003,    0.0529,    0.3693,    0.3862,    6.9707,    3.2532,
    84.903,    0.5311,    0.0003,    0.0531,    0.3355,    0.3540,    6.9879,    3.2590,
    85.000,    0.5316,    0.0003,    0.0532,    0.3177,    0.3368,    6.9989,    3.2624,
    85.104,    0.5320,    0.0003,    0.0533,    0.3077,    0.3272,    7.0034,    3.2641,
    85.201,    0.5323,    0.0003,    0.0534,    0.3004,    0.3202,    7.0066,    3.2652,
    85.306,    0.5325,    0.0003,    0.0535,    0.2974,    0.3173,    7.0074,    3.2656,
    85.403,    0.5328,    0.0003,    0.0535,    0.2944,    0.3144,    7.0083,    3.2660,
    85.500,    0.5329,    0.0003,    0.0536,    0.2954,    0.3154,    7.0072,    3.2660,
    85.604,    0.5330,    0.0003,    0.0537,    0.3039,    0.3234,    7.0011,    3.2651,
    85.701,    0.5335,    0.0003,    0.0540,    0.3354,    0.3528,    6.9839,    3.2615,
    85.806,    0.5346,    0.0003,    0.0547,    0.4223,    0.4333,    6.9394,    3.2514,
    85.903,    0.5364,    0.0002,    0.0559,    0.5581,    0.5589,    6.8713,    3.2353,
    86.000,    0.5381,    0.0002,    0.0568,    0.6418,    0.6352,    6.8319,    3.2258,
    86.104,    0.5401,    0.0002,    0.0579,    0.7222,    0.7074,    6.8061,    3.2173,
    86.201,    0.5408,    0.0002,    0.0581,    0.7400,    0.7236,    6.7989,    3.2156,
    86.306,    0.5419,    0.0002,    0.0586,    0.7690,    0.7495,    6.7892,    3.2129,
    86.403,    0.5432,    0.0002,    0.0592,    0.8008,    0.7777,    6.7795,    3.2100,
    86.500,    0.5445,    0.0002,    0.0598,    0.8299,    0.8029,    6.7756,    3.2075,
    86.604,    0.5447,    0.0002,    0.0597,    0.8239,    0.7976,    6.7733,    3.2082,
    86.701,    0.5447,    0.0002,    0.0595,    0.8121,    0.7871,    6.7734,    3.2092,
    86.806,    0.5442,    0.0002,    0.0590,    0.7848,    0.7634,    6.7769,    3.2116,
    86.903,    0.5440,    0.0002,    0.0586,    0.7653,    0.7464,    6.7794,    3.2134,
    87.000,    0.5434,    0.0002,    0.0580,    0.7317,    0.7168,    6.7849,    3.2166,
    87.104,    0.5429,    0.0002,    0.0575,    0.6966,    0.6859,    6.7920,    3.2202,
    87.201,    0.5427,    0.0002,    0.0571,    0.6684,    0.6609,    6.7947,    3.2232,
    87.306,    0.5427,    0.0002,    0.0568,    0.6422,    0.6377,    6.7998,    3.2261,
    87.403,    0.5426,    0.0002,    0.0565,    0.6166,    0.6147,    6.8067,    3.2290,
    87.500,    0.5427,    0.0002,    0.0564,    0.5974,    0.5974,    6.8100,    3.2312,
    87.604,    0.5430,    0.0002,    0.0564,    0.5869,    0.5879,    6.8109,    3.2325,
    87.701,    0.5433,    0.0002,    0.0565,    0.5796,    0.5814,    6.8146,    3.2334,
    87.806,    0.5435,    0.0002,    0.0565,    0.5679,    0.5707,    6.8148,    3.2348,
    87.903,    0.5437,    0.0002,    0.0566,    0.5544,    0.5585,    6.8170,    3.2364,
    88.000,    0.5438,    0.0002,    0.0566,    0.5418,    0.5469,    6.8209,    3.2380,
    88.104,    0.5438,    0.0002,    0.0565,    0.5234,    0.5300,    6.8266,    3.2403,
    88.201,    0.5437,    0.0002,    0.0564,    0.5038,    0.5119,    6.8328,    3.2427,
    88.306,    0.5436,    0.0002,    0.0562,    0.4873,    0.4966,    6.8415,    3.2447,
    88.403,    0.5433,    0.0002,    0.0558,    0.4703,    0.4807,    6.8464,    3.2468,
    88.500,    0.5429,    0.0002,    0.0553,    0.4437,    0.4560,    6.8608,    3.2500,
    88.604,    0.5428,    0.0002,    0.0551,    0.4368,    0.4493,    6.8641,    3.2508,
    88.701,    0.5427,    0.0002,    0.0548,    0.4227,    0.4360,    6.8711,    3.2523,
    88.806,    0.5424,    0.0002,    0.0544,    0.3990,    0.4139,    6.8814,    3.2550,
    88.903,    0.5422,    0.0002,    0.0542,    0.3825,    0.3983,    6.8877,    3.2569,
    89.000,    0.5422,    0.0002,    0.0540,    0.3728,    0.3891,    6.8926,    3.2582,
    89.104,    0.5423,    0.0002,    0.0539,    0.3696,    0.3861,    6.8940,    3.2588,
    89.201,    0.5425,    0.0002,    0.0539,    0.3715,    0.3878,    6.8922,    3.2588,
    89.306,    0.5428,    0.0002,    0.0540,    0.3766,    0.3925,    6.8891,    3.2585,
    89.403,    0.5429,    0.0002,    0.0539,    0.3664,    0.3826,    6.8967,    3.2603,
    89.500,    0.5432,    0.0002,    0.0540,    0.3713,    0.3872,    6.8901,    3.2599,
    89.604,    0.5437,    0.0002,    0.0542,    0.3836,    0.3988,    6.8816,    3.2584,
    89.701,    0.5446,    0.0002,    0.0547,    0.4112,    0.4248,    6.8652,    3.2550,
    89.806,    0.5459,    0.0002,    0.0553,    0.4486,    0.4597,    6.8452,    3.2505,
    89.903,    0.5469,    0.0002,    0.0557,    0.4739,    0.4832,    6.8321,    3.2475,
    90.000,    0.5475,    0.0002,    0.0559,    0.4841,    0.4925,    6.8276,    3.2463,
    90.104,    0.5478,    0.0002,    0.0559,    0.4828,    0.4912,    6.8268,    3.2466,
    90.201,    0.5478,    0.0002,    0.0558,    0.4726,    0.4817,    6.8322,    3.2481,
    90.306,    0.5475,    0.0002,    0.0555,    0.4533,    0.4636,    6.8405,    3.2507,
    90.403,    0.5473,    0.0002,    0.0553,    0.4347,    0.4460,    6.8506,    3.2532,
    90.500,    0.5465,    0.0002,    0.0546,    0.3979,    0.4113,    6.8698,    3.2578,
    90.604,    0.5453,    0.0002,    0.0535,    0.3353,    0.3519,    6.9116,    3.2653,
    90.701,    0.5444,    0.0003,    0.0525,    0.2738,    0.2932,    6.9580,    3.2729,
    90.806,    0.5442,    0.0003,    0.0521,    0.2363,    0.2572,    6.9892,    3.2781,
    90.903,    0.5449,    0.0003,    0.0521,    0.2129,    0.2342,    7.0153,    3.2822,
    91.000,    0.5457,    0.0003,    0.0523,    0.2069,    0.2280,    7.0189,    3.2836,
    91.104,    0.5464,    0.0003,    0.0524,    0.1987,    0.2199,    7.0324,    3.2851,
    91.201,    0.5470,    0.0003,    0.0525,    0.1930,    0.2141,    7.0383,    3.2860,
    91.306,    0.5475,    0.0003,    0.0527,    0.1881,    0.2092,    7.0400,    3.2869,
    91.403,    0.5480,    0.0003,    0.0528,    0.1843,    0.2054,    7.0424,    3.2875,
    91.500,    0.5485,    0.0003,    0.0529,    0.1808,    0.2018,    7.0502,    3.2882,
    91.604,    0.5491,    0.0004,    0.0531,    0.1768,    0.1978,    7.0512,    3.2888,
    91.701,    0.5503,    0.0004,    0.0535,    0.1706,    0.1914,    7.0582,    3.2898,
    91.806,    0.5512,    0.0004,    0.0538,    0.1682,    0.1889,    7.0596,    3.2902,
    91.903,    0.5525,    0.0003,    0.0542,    0.2078,    0.2270,    7.0344,    3.2854,
    92.000,    0.5535,    0.0003,    0.0545,    0.2387,    0.2562,    7.0157,    3.2818,
    92.104,    0.5539,    0.0003,    0.0546,    0.2492,    0.2664,    7.0095,    3.2805,
    92.201,    0.5548,    0.0003,    0.0547,    0.2904,    0.3061,    6.9807,    3.2755,
    92.306,    0.5573,    0.0003,    0.0552,    0.3743,    0.3861,    6.9287,    3.2654,
    92.403,    0.5596,    0.0003,    0.0556,    0.4347,    0.4430,    6.8909,    3.2580,
    92.500,    0.5624,    0.0002,    0.0561,    0.4979,    0.5018,    6.8581,    3.2503,
    92.604,    0.5649,    0.0002,    0.0564,    0.5459,    0.5466,    6.8284,    3.2442,
    92.701,    0.5679,    0.0002,    0.0568,    0.5961,    0.5931,    6.7968,    3.2379,
    92.806,    0.5686,    0.0002,    0.0566,    0.5927,    0.5907,    6.7872,    3.2376,
    92.903,    0.5672,    0.0002,    0.0559,    0.5489,    0.5513,    6.7947,    3.2421,
    93.000,    0.5655,    0.0002,    0.0552,    0.4995,    0.5062,    6.8068,    3.2477,
    93.104,    0.5626,    0.0002,    0.0545,    0.4247,    0.4367,    6.8383,    3.2567,
    93.201,    0.5616,    0.0002,    0.0541,    0.3929,    0.4072,    6.8491,    3.2605,
    93.306,    0.5608,    0.0002,    0.0539,    0.3673,    0.3831,    6.8589,    3.2638,
