$GATE WITHDRAWAL AT SEG31                                    ELEV OF WITHDRAWAL CENTERLINE:120.     

JDAY,QWD(m3s-1)
    74.701,    0.0200
    74.806,    0.0200
    74.903,    0.0200
    75.000,    0.0200
    75.104,    0.0200
    75.201,    0.0200
    75.306,    0.0200
    75.403,    0.0200
    75.500,    0.0200
    75.604,    0.0200
    75.701,    0.0200
    75.806,    0.0200
    75.903,    0.0200
    76.000,    0.0200
    76.104,    0.0200
    76.201,    0.0200
    76.306,    0.0200
    76.403,    0.0200
    76.500,    0.0200
    76.604,    0.0200
    76.701,    0.0200
    76.806,    0.0200
    76.903,    0.0200
    77.000,    0.0200
    77.104,    0.0200
    77.201,    0.0200
    77.306,    0.0200
    77.403,    0.0200
    77.500,    0.0200
    77.604,    0.0200
    77.701,    0.0200
    77.806,    0.0200
    77.903,    0.0200
    78.000,    0.0200
    78.104,    0.0200
    78.201,    0.0200
    78.306,    0.0200
    78.403,    0.0200
    78.500,    0.0200
    78.604,    0.0200
    78.701,    0.0200
    78.806,    0.0200
    78.903,    0.0200
    79.000,    0.0200
    79.104,    0.0200
    79.201,    0.0200
    79.306,    0.0200
    79.403,    0.0200
    79.500,    0.0200
    79.604,    0.0200
    79.701,    0.0200
    79.806,    0.0200
    79.903,    0.0200
    80.000,    0.0200
    80.104,    0.0200
    80.201,    0.0200
    80.306,    0.0200
    80.403,    0.0200
    80.500,    0.0200
    80.604,    0.0200
    80.701,    0.0200
    80.806,    0.0200
    80.903,    0.0200
    81.000,    0.0200
    81.104,    0.0200
    81.201,    0.0200
    81.306,    0.0200
    81.403,    0.0200
    81.500,    0.0200
    81.604,    0.0200
    81.701,    0.0200
    81.806,    0.0200
    81.903,    0.0200
    82.000,    0.0200
    82.104,    0.0200
    82.201,    0.0200
    82.306,    0.0200
    82.403,    0.0200
    82.500,    0.0200
    82.604,    0.0200
    82.701,    0.0200
    82.806,    0.0200
    82.903,    0.0200
    83.000,    0.0200
    83.104,    0.0200
    83.201,    0.0200
    83.306,    0.0200
    83.403,    0.0200
    83.500,    0.0200
    83.604,    0.0200
    83.701,    0.0200
    83.806,    0.0200
    83.903,    0.0200
    84.000,    0.0200
    84.104,    0.0200
    84.201,    0.0200
    84.306,    0.0200
    84.403,    0.0200
    84.500,    0.0200
    84.604,    0.0200
    84.701,    0.0200
    84.806,    0.0200
    84.903,    0.0200
    85.000,    0.0200
    85.104,    0.0200
    85.201,    0.0200
    85.306,    0.0200
    85.403,    0.0200
    85.500,    0.0200
    85.604,    0.0200
    85.701,    0.0200
    85.806,    0.0200
    85.903,    0.0200
    86.000,    0.0200
    86.104,    0.0200
    86.201,    0.0200
    86.306,    0.0200
    86.403,    0.0200
    86.500,    0.0200
    86.604,    0.0200
    86.701,    0.0200
    86.806,    0.0200
    86.903,    0.0200
    87.000,    0.0200
    87.104,    0.0200
    87.201,    0.0200
    87.306,    0.0200
    87.403,    0.0200
    87.500,    0.0200
    87.604,    0.0200
    87.701,    0.0200
    87.806,    0.0200
    87.903,    0.0200
    88.000,    0.0200
    88.104,    0.0200
    88.201,    0.0200
    88.306,    0.0200
    88.403,    0.0200
    88.500,    0.0200
    88.604,    0.0200
    88.701,    0.0200
    88.806,    0.0200
    88.903,    0.0200
    89.000,    0.0200
    89.104,    0.0200
    89.201,    0.0200
    89.306,    0.0200
    89.403,    0.0200
    89.500,    0.0200
    89.604,    0.0200
    89.701,    0.0200
    89.806,    0.0200
    89.903,    0.0200
    90.000,    0.0200
    90.104,    0.0200
    90.201,    0.0200
    90.306,    0.0200
    90.403,    0.0200
    90.500,    0.0200
    90.604,    0.0200
    90.701,    0.0200
    90.806,    0.0200
    90.903,    0.0200
    91.000,    0.0200
    91.104,    0.0200
    91.201,    0.0200
    91.306,    0.0200
    91.403,    0.0200
    91.500,    0.0200
    91.604,    0.0200
    91.701,    0.0200
    91.806,    0.0200
    91.903,    0.0200
    92.000,    0.0200
    92.104,    0.0200
    92.201,    0.0200
    92.306,    0.0200
    92.403,    0.0200
    92.500,    0.0200
    92.604,    0.0200
    92.701,    0.0200
    92.806,    0.0200
    92.903,    0.0200
    93.000,    0.0200
    93.104,    0.0200
    93.201,    0.0200
    93.306,    0.0200
    93.403,    0.0200
    93.500,    0.0200
    93.604,    0.0200
    93.701,    0.0200
    93.806,    0.0200
    93.903,    0.0200
    94.000,    0.0200
    94.104,    0.0200
    94.201,    0.0200
    94.306,    0.0200
    94.403,    0.0200
    94.500,    0.0200
    94.604,    0.0200
    94.701,    0.0200
    94.806,    0.0200
    94.903,    0.0200
    95.000,    0.0200
    95.104,    0.0200
    95.201,    0.0200
    95.306,    0.0200
    95.403,    0.0200
    95.500,    0.0200
    95.604,    0.0200
    95.701,    0.0200
    95.806,    0.0200
    95.903,    0.0200
    96.000,    0.0200
    96.104,    0.0200
    96.201,    0.0200
    96.306,    0.0200
    96.403,    0.0200
    96.500,    0.0200
    96.604,    0.0200
    96.701,    0.0200
    96.806,    0.0200
    96.903,    0.0200
    97.000,    0.0200
    97.104,    0.0200
    97.201,    0.0200
    97.306,    0.0200
    97.403,    0.0200
    97.500,    0.0200
    97.604,    0.0200
    97.701,    0.0200
    97.806,    0.0200
    97.903,    0.0200
    98.000,    0.0200
    98.104,    0.0200
    98.201,    0.0200
    98.306,    0.0200
    98.403,    0.0200
    98.500,    0.0200
    98.604,    0.0200
    98.701,    0.0200
    98.806,    0.0200
    98.903,    0.0200
    99.000,    0.0200
    99.104,    0.0200
    99.201,    0.0200
    99.306,    0.0200
    99.403,    0.0200
    99.500,    0.0200
    99.604,    0.0200
    99.701,    0.0200
    99.806,    0.0200
    99.903,    0.0200
   100.000,    0.0200
   100.104,    0.0200
   100.201,    0.0200
   100.306,    0.0200
   100.403,    0.0200
   100.500,    0.0200
   100.604,    0.0200
   100.701,    0.0200
   100.806,    0.0200
   100.903,    0.0200
   101.000,    0.0200
   101.104,    0.0200
   101.201,    0.0200
   101.306,    0.0200
   101.403,    0.0200
   101.500,    0.0200
   101.604,    0.0200
   101.701,    0.0200
   101.806,    0.0200
   101.903,    0.0200
   102.000,    0.0200
   102.104,    0.0200
   102.201,    0.0200
   102.306,    0.0200
   102.403,    0.0200
   102.500,    0.0200
   102.604,    0.0200
   102.701,    0.0200
   102.806,    0.0200
   102.903,    0.0200
   103.000,    0.0200
   103.104,    0.0200
   103.201,    0.0200
   103.306,    0.0200
   103.403,    0.0200
   103.500,    0.0200
   103.604,    0.0200
   103.701,    0.0200
   103.806,    0.0200
   103.903,    0.0200
   104.000,    0.0200
   104.104,    0.0200
   104.201,    0.0200
   104.306,    0.0200
   104.403,    0.0200
   104.500,    0.0200
   104.604,    0.0200
   104.701,    0.0200
   104.806,    0.0200
   104.903,    0.0200
   105.000,    0.0200
   105.104,    0.0200
   105.201,    0.0200
   105.306,    0.0200
   105.403,    0.0200
   105.500,    0.0200
   105.604,    0.0200
   105.701,    0.0200
   105.806,    0.0200
   105.903,    0.0200
   106.000,    0.0200
   106.104,    0.0200
   106.201,    0.0200
   106.306,    0.0200
   106.403,    0.0200
   106.500,    0.0200
   106.604,    0.0200
   106.701,    0.0200
   106.806,    0.0200
   106.903,    0.0200
   107.000,    0.0200
   107.104,    0.0200
   107.201,    0.0200
   107.306,    0.0200
   107.403,    0.0200
   107.500,    0.0200
   107.604,    0.0200
   107.701,    0.0200
   107.806,    0.0200
   107.903,    0.0200
   108.000,    0.0200
   108.104,    0.0200
   108.201,    0.0200
   108.306,    0.0200
   108.403,    0.0200
   108.500,    0.0200
   108.604,    0.0200
   108.701,    0.0200
   108.806,    0.0200
   108.903,    0.0200
   109.000,    0.0200
   109.104,    0.0200
   109.201,    0.0200
   109.306,    0.0200
   109.403,    0.0200
   109.500,    0.0200
   109.604,    0.0200
   109.701,    0.0200
   109.806,    0.0200
   109.903,    0.0200
   110.000,    0.0200
   110.104,    0.0200
   110.201,    0.0200
   110.306,    0.0200
   110.403,    0.0200
   110.500,    0.0200
   110.604,    0.0200
   110.701,    0.0200
   110.806,    0.0200
   110.903,    0.0200
   111.000,    0.0200
   111.104,    0.0200
   111.201,    0.0200
   111.306,    0.0200
   111.403,    0.0200
   111.500,    0.0200
   111.604,    0.0200
   111.701,    0.0200
   111.806,    0.0200
   111.903,    0.0200
   112.000,    0.0200
   112.104,    0.0200
   112.201,    0.0200
   112.306,    0.0200
   112.403,    0.0200
   112.500,    0.0200
   112.604,    0.0200
   112.701,    0.0200
   112.806,    0.0200
   112.903,    0.0200
   113.000,    0.0200
   113.104,    0.0200
   113.201,    0.0200
   113.306,    0.0200
   113.403,    0.0200
   113.500,    0.0200
   113.604,    0.0200
   113.701,    0.0200
   113.806,    0.0200
   113.903,    0.0200
   114.000,    0.0200
   114.104,    0.0200
   114.201,    0.0200
   114.306,    0.0200
   114.403,    0.0200
   114.500,    0.0200
   114.604,    0.0200
   114.701,    0.0200
   114.806,    0.0200
   114.903,    0.0200
   115.000,    0.0200
   115.104,    0.0200
   115.201,    0.0200
   115.306,    0.0200
   115.403,    0.0200
   115.500,    0.0200
   115.604,    0.0200
   115.701,    0.0200
   115.806,    0.0200
   115.903,    0.0200
   116.000,    0.0200
   116.104,    0.0200
   116.201,    0.0200
   116.306,    0.0200
   116.403,    0.0200
   116.500,    0.0200
   116.604,    0.0200
   116.701,    0.0200
   116.806,    0.0200
   116.903,    0.0200
   117.000,    0.0200
   117.104,    0.0200
   117.201,    0.0200
   117.306,    0.0200
   117.403,    0.0200
   117.500,    0.0200
   117.604,    0.0200
   117.701,    0.0200
   117.806,    0.0200
   117.903,    0.0200
   118.000,    0.0200
   118.104,    0.0200
   118.201,    0.0200
   118.306,    0.0200
   118.403,    0.0200
   118.500,    0.0200
   118.604,    0.0200
   118.701,    0.0200
   118.806,    0.0200
   118.903,    0.0200
   119.000,    0.0200
   119.104,    0.0200
   119.201,    0.0200
   119.306,    0.0200
   119.403,    0.0200
   119.500,    0.0200
   119.604,    0.0200
   119.701,    0.0200
   119.806,    0.0200
   119.903,    0.0200
   120.000,    0.0200
   120.104,    0.0200
   120.201,    0.0200
   120.306,    0.0200
   120.403,    0.0200
   120.500,    0.0200
   120.604,    0.0200
   120.701,    0.0200
   120.806,    0.0200
   120.903,    0.0200
   121.000,    0.0200
   121.104,    0.0200
   121.201,    0.0200
   121.306,    0.0200
   121.403,    0.0200
   121.500,    0.0200
   121.604,    0.0200
   121.701,    0.0200
   121.806,    0.0200
   121.903,    0.0200
   122.000,    0.0200
   122.104,    0.0200
   122.201,    0.0200
   122.306,    0.0200
   122.403,    0.0200
   122.500,    0.0200
   122.604,    0.0200
   122.701,    0.0200
   122.806,    0.0200
   122.903,    0.0200
   123.000,    0.0200
   123.104,    0.0200
   123.201,    0.0200
   123.306,    0.0200
   123.403,    0.0200
   123.500,    0.0200
   123.604,    0.0200
   123.701,    0.0200
   123.806,    0.0200
   123.903,    0.0200
   124.000,    0.0200
   124.104,    0.0200
   124.201,    0.0200
   124.306,    0.0200
   124.403,    0.0200
   124.500,    0.0200
   124.604,    0.0200
   124.701,    0.0200
   124.806,    0.0200
   124.903,    0.0200
   125.000,    0.0200
   125.104,    0.0200
   125.201,    0.0200
   125.306,    0.0200
   125.403,    0.0200
   125.500,    0.0200
   125.604,    0.0200
   125.701,    0.0200
   125.806,    0.0200
   125.903,    0.0200
   126.000,    0.0200
   126.104,    0.0200
   126.201,    0.0200
   126.306,    0.0200
   126.403,    0.0200
   126.500,    0.0200
   126.604,    0.0200
   126.701,    0.0200
   126.806,    0.0200
   126.903,    0.0200
   127.000,    0.0200
   127.104,    0.0200
   127.201,    0.0200
   127.306,    0.0200
   127.403,    0.0200
   127.500,    0.0200
   127.604,    0.0200
   127.701,    0.0200
   127.806,    0.0200
   127.903,    0.0200
   128.000,    0.0200
   128.104,    0.0200
   128.201,    0.0200
   128.306,    0.0200
   128.403,    0.0200
   128.500,    0.0200
   128.604,    0.0200
   128.701,    0.0200
   128.806,    0.0200
   128.903,    0.0200
   129.000,    0.0200
   129.104,    0.0200
   129.201,    0.0200
   129.306,    0.0200
   129.403,    0.0200
   129.500,    0.0200
   129.604,    0.0200
   129.701,    0.0200
   129.806,    0.0200
   129.903,    0.0200
   130.000,    0.0200
   130.104,    0.0200
   130.201,    0.0200
   130.306,    0.0200
   130.403,    0.0200
   130.500,    0.0200
   130.604,    0.0200
   130.701,    0.0200
   130.806,    0.0200
   130.903,    0.0200
   131.000,    0.0200
   131.104,    0.0200
   131.201,    0.0200
   131.306,    0.0200
   131.403,    0.0200
   131.500,    0.0200
   131.604,    0.0200
   131.701,    0.0200
   131.806,    0.0200
   131.903,    0.0200
   132.000,    0.0200
   132.104,    0.0200
   132.201,    0.0200
   132.306,    0.0200
   132.403,    0.0200
   132.500,    0.0200
   132.604,    0.0200
   132.701,    0.0200
   132.806,    0.0200
   132.903,    0.0200
   133.000,    0.0200
   133.104,    0.0200
   133.201,    0.0200
   133.306,    0.0200
   133.403,    0.0200
   133.500,    0.0200
   133.604,    0.0200
   133.701,    0.0200
   133.806,    0.0200
   133.903,    0.0200
   134.000,    0.0200
   134.104,    0.0200
   134.201,    0.0200
   134.306,    0.0200
   134.403,    0.0200
   134.500,    0.0200
   134.604,    0.0200
   134.701,    0.0200
   134.806,    0.0200
   134.903,    0.0200
   135.000,    0.0200
   135.104,    0.0200
   135.201,    0.0200
   135.306,    0.0200
   135.403,    0.0200
   135.500,    0.0200
   135.604,    0.0200
   135.701,    0.0200
   135.806,    0.0200
   135.903,    0.0200
   136.000,    0.0200
   136.104,    0.0200
   136.201,    0.0200
   136.306,    0.0200
   136.403,    0.0200
   136.500,    0.0200
   136.604,    0.0200
   136.701,    0.0200
   136.806,    0.0200
   136.903,    0.0200
   137.000,    0.0200
   137.104,    0.0200
   137.201,    0.0200
   137.306,    0.0200
   137.403,    0.0200
   137.500,    0.0200
   137.604,    0.0200
   137.701,    0.0200
   137.806,    0.0200
   137.903,    0.0200
   138.000,    0.0200
   138.104,    0.0200
   138.201,    0.0200
   138.306,    0.0200
   138.403,    0.0200
   138.500,    0.0200
   138.604,    0.0200
   138.701,    0.0200
   138.806,    0.0200
   138.903,    0.0200
   139.000,    0.0200
   139.104,    0.0200
   139.201,    0.0200
   139.306,    0.0200
   139.403,    0.0200
   139.500,    0.0200
   139.604,    0.0200
   139.701,    0.0200
   139.806,    0.0200
   139.903,    0.0200
   140.000,    0.0200
   140.104,    0.0200
   140.201,    0.0200
   140.306,    0.0200
   140.403,    0.0200
   140.500,    0.0200
   140.604,    0.0200
   140.701,    0.0200
   140.806,    0.0200
   140.903,    0.0200
   141.000,    0.0200
   141.104,    0.0200
   141.201,    0.0200
   141.306,    0.0200
   141.403,    0.0200
   141.500,    0.0200
   141.604,    0.0200
   141.701,    0.0200
   141.806,    0.0200
   141.903,    0.0200
   142.000,    0.0200
   142.104,    0.0200
   142.201,    0.0200
   142.306,    0.0200
   142.403,    0.0200
   142.500,    0.0200
   142.604,    0.0200
   142.701,    0.0200
   142.806,    0.0200
   142.903,    0.0200
   143.000,    0.0200
   143.104,    0.0200
   143.201,    0.0200
   143.306,    0.0200
   143.403,    0.0200
   143.500,    0.0200
   143.604,    0.0200
   143.701,    0.0200
   143.806,    0.0200
   143.903,    0.0200
   144.000,    0.0200
   144.104,    0.0200
   144.201,    0.0200
   144.306,    0.0200
   144.403,    0.0200
   144.500,    0.0200
   144.604,    0.0200
   144.701,    0.0200
   144.806,    0.0200
   144.903,    0.0200
   145.000,    0.0200
   145.104,    0.0200
   145.201,    0.0200
   145.306,    0.0200
   145.403,    0.0200
   145.500,    0.0200
   145.604,    0.0200
   145.701,    0.0200
   145.806,    0.0200
   145.903,    0.0200
   146.000,    0.0200
   146.104,    0.0200
   146.201,    0.0200
   146.306,    0.0200
   146.403,    0.0200
   146.500,    0.0200
   146.604,    0.0200
   146.701,    0.0200
   146.806,    0.0200
   146.903,    0.0200
   147.000,    0.0200
   147.104,    0.0200
   147.201,    0.0200
   147.306,    0.0200
   147.403,    0.0200
   147.500,    0.0200
   147.604,    0.0200
   147.701,    0.0200
   147.806,    0.0200
   147.903,    0.0200
   148.000,    0.0200
   148.104,    0.0200
   148.201,    0.0200
   148.306,    0.0200
   148.403,    0.0200
   148.500,    0.0200
   148.604,    0.0200
   148.701,    0.0200
   148.806,    0.0200
   148.903,    0.0200
   149.000,    0.0200
   149.104,    0.0200
   149.201,    0.0200
   149.306,    0.0200
   149.403,    0.0200
   149.500,    0.0200
   149.604,    0.0200
   149.701,    0.0200
   149.806,    0.0200
   149.903,    0.0200
   150.000,    0.0200
   150.104,    0.0200
   150.201,    0.0200
   150.306,    0.0200
   150.403,    0.0200
   150.500,    0.0200
   150.604,    0.0200
   150.701,    0.0200
   150.806,    0.0200
   150.903,    0.0200
   151.000,    0.0200
   151.104,    0.0200
   151.201,    0.0200
   151.306,    0.0200
   151.403,    0.0200
   151.500,    0.0200
   151.604,    0.0200
   151.701,    0.0200
   151.806,    0.0200
   151.903,    0.0200
   152.000,    0.0200
   152.104,    0.0200
   152.201,    0.0200
   152.306,    0.0200
   152.403,    0.0200
   152.500,    0.0200
   152.604,    0.0200
   152.701,    0.0200
   152.806,    0.0200
   152.903,    0.0200
   153.000,    0.0200
   153.104,    0.0200
   153.201,    0.0200
   153.306,    0.0200
   153.403,    0.0200
   153.500,    0.0200
   153.604,    0.0200
   153.701,    0.0200
   153.806,    0.0200
   153.903,    0.0200
   154.000,    0.0200
   154.104,    0.0200
   154.201,    0.0200
   154.306,    0.0200
   154.403,    0.0200
   154.500,    0.0200
   154.604,    0.0200
   154.701,    0.0200
   154.806,    0.0200
   154.903,    0.0200
   155.000,    0.0200
   155.104,    0.0200
   155.201,    0.0200
   155.306,    0.0200
   155.403,    0.0200
   155.500,    0.0200
   155.604,    0.0200
   155.701,    0.0200
   155.806,    0.0200
   155.903,    0.0200
   156.000,    0.0200
   156.104,    0.0200
   156.201,    0.0200
   156.306,    0.0200
   156.403,    0.0200
   156.500,    0.0200
   156.604,    0.0200
   156.701,    0.0200
   156.806,    0.0200
   156.903,    0.0200
   157.000,    0.0200
   157.104,    0.0200
   157.201,    0.0200
   157.306,    0.0200
   157.403,    0.0200
   157.500,    0.0200
   157.604,    0.0200
   157.701,    0.0200
   157.806,    0.0200
   157.903,    0.0200
   158.000,    0.0200
   158.104,    0.0200
   158.201,    0.0200
   158.306,    0.0200
   158.403,    0.0200
   158.500,    0.0200
   158.604,    0.0200
   158.701,    0.0200
   158.806,    0.0200
   158.903,    0.0200
   159.000,    0.0200
   159.104,    0.0200
   159.201,    0.0200
   159.306,    0.0200
   159.403,    0.0200
   159.500,    0.0200
   159.604,    0.0200
   159.701,    0.0200
   159.806,    0.0200
   159.903,    0.0200
   160.000,    0.0200
   160.104,    0.0200
   160.201,    0.0200
   160.306,    0.0200
   160.403,    0.0200
   160.500,    0.0200
   160.604,    0.0200
   160.701,    0.0200
   160.806,    0.0200
   160.903,    0.0200
   161.000,    0.0200
   161.104,    0.0200
   161.201,    0.0200
   161.306,    0.0200
   161.403,    0.0200
   161.500,    0.0200
   161.604,    0.0200
   161.701,    0.0200
   161.806,    0.0200
   161.903,    0.0200
   162.000,    0.0200
   162.104,    0.0200
   162.201,    0.0200
   162.306,    0.0200
   162.403,    0.0200
   162.500,    0.0200
   162.604,    0.0200
   162.701,    0.0200
   162.806,    0.0200
   162.903,    0.0200
   163.000,    0.0200
   163.104,    0.0200
   163.201,    0.0200
   163.306,    0.0200
   163.403,    0.0200
   163.500,    0.0200
   163.604,    0.0200
   163.701,    0.0200
   163.806,    0.0200
   163.903,    0.0200
   164.000,    0.0200
   164.104,    0.0200
   164.201,    0.0200
   164.306,    0.0200
   164.403,    0.0200
   164.500,    0.0200
   164.604,    0.0200
   164.701,    0.0200
   164.806,    0.0200
   164.903,    0.0200
   165.000,    0.0200
   165.104,    0.0200
   165.201,    0.0200
   165.306,    0.0200
   165.403,    0.0200
   165.500,    0.0200
   165.604,    0.0200
   165.701,    0.0200
   165.806,    0.0200
   165.903,    0.0200
   166.000,    0.0200
   166.104,    0.0200
   166.201,    0.0200
   166.306,    0.0200
   166.403,    0.0200
   166.500,    0.0200
   166.604,    0.0200
   166.701,    0.0200
   166.806,    0.0200
   166.903,    0.0200
   167.000,    0.0200
   167.104,    0.0200
   167.201,    0.0200
   167.306,    0.0200
   167.403,    0.0200
   167.500,    0.0200
   167.604,    0.0200
   167.701,    0.0200
   167.806,    0.0200
   167.903,    0.0200
   168.000,    0.0200
   168.104,    0.0200
   168.201,    0.0200
   168.306,    0.0200
   168.403,    0.0200
   168.500,    0.0200
   168.604,    0.0200
   168.701,    0.0200
   168.806,    0.0200
   168.903,    0.0200
   169.000,    0.0200
   169.104,    0.0200
   169.201,    0.0200
   169.306,    0.0200
   169.403,    0.0200
   169.500,    0.0200
   169.604,    0.0200
   169.701,    0.0200
   169.806,    0.0200
   169.903,    0.0200
   170.000,    0.0200
   170.104,    0.0200
   170.201,    0.0200
   170.306,    0.0200
   170.403,    0.0200
   170.500,    0.0200
   170.604,    0.0200
   170.701,    0.0200
   170.806,    0.0200
   170.903,    0.0200
   171.000,    0.0200
   171.104,    0.0200
   171.201,    0.0200
   171.306,    0.0200
   171.403,    0.0200
   171.500,    0.0200
   171.604,    0.0200
   171.701,    0.0200
   171.806,    0.0200
   171.903,    0.0200
   172.000,    0.0200
   172.104,    0.0200
   172.201,    0.0200
   172.306,    0.0200
   172.403,    0.0200
   172.500,    0.0200
   172.604,    0.0200
   172.701,    0.0200
   172.806,    0.0200
   172.903,    0.0200
   173.000,    0.0200
   173.104,    0.0200
   173.201,    0.0200
   173.306,    0.0200
   173.403,    0.0200
   173.500,    0.0200
   173.604,    0.0200
   173.701,    0.0200
   173.806,    0.0200
   173.903,    0.0200
   174.000,    0.0200
   174.104,    0.0200
   174.201,    0.0200
   174.306,    0.0200
   174.403,    0.0200
   174.500,    0.0200
   174.604,    0.0200
   174.701,    0.0200
   174.806,    0.0200
   174.903,    0.0200
   175.000,    0.0200
   175.104,    0.0200
   175.201,    0.0200
   175.306,    0.0200
   175.403,    0.0200
   175.500,    0.0200
   175.604,    0.0200
   175.701,    0.0200
   175.806,    0.0200
   175.903,    0.0200
   176.000,    0.0200
   176.104,    0.0200
   176.201,    0.0200
   176.306,    0.0200
   176.403,    0.0200
   176.500,    0.0200
   176.604,    0.0200
   176.701,    0.0200
   176.806,    0.0200
   176.903,    0.0200
   177.000,    0.0200
   177.104,    0.0200
   177.201,    0.0200
   177.306,    0.0200
   177.403,    0.0200
   177.500,    0.0200
   177.604,    0.0200
   177.701,    0.0200
   177.806,    0.0200
   177.903,    0.0200
   178.000,    0.0200
   178.104,    0.0200
   178.201,    0.0200
   178.306,    0.0200
   178.403,    0.0200
   178.500,    0.0200
   178.604,    0.0200
   178.701,    0.0200
   178.806,    0.0200
   178.903,    0.0200
   179.000,    0.0200
   179.104,    0.0200
   179.201,    0.0200
   179.306,    0.0200
   179.403,    0.0200
   179.500,    0.0200
   179.604,    0.0200
   179.701,    0.0200
   179.806,    0.0200
   179.903,    0.0200
   180.000,    0.0200
   180.104,    0.0200
   180.201,    0.0200
   180.306,    0.0200
   180.403,    0.0200
   180.500,    0.0200
   180.604,    0.0200
   180.701,    0.0200
   180.806,    0.0200
   180.903,    0.0200
   181.000,    0.0200
   181.104,    0.0200
   181.201,    0.0200
   181.306,    0.0200
   181.403,    0.0200
   181.500,    0.0200
   181.604,    0.0200
   181.701,    0.0200
   181.806,    0.0200
   181.903,    0.0200
   182.000,    0.0200
   182.104,    0.0200
   182.201,    0.0200
   182.306,    0.0200
   182.403,    0.0200
   182.500,    0.0200
   182.604,    0.0200
   182.701,    0.0200
   182.806,    0.0200
   182.903,    0.0200
   183.000,    0.0200
   183.104,    0.0200
   183.201,    0.0200
   183.306,    0.0200
   183.403,    0.0200
   183.500,    0.0200
   183.604,    0.0200
   183.701,    0.0200
   183.806,    0.0200
   183.903,    0.0200
   184.000,    0.0200
   184.104,    0.0200
   184.201,    0.0200
   184.306,    0.0200
   184.403,    0.0200
   184.500,    0.0200
   184.604,    0.0200
   184.701,    0.0200
   184.806,    0.0200
   184.903,    0.0200
   185.000,    0.0200
   185.104,    0.0200
   185.201,    0.0200
   185.306,    0.0200
   185.403,    0.0200
   185.500,    0.0200
   185.604,    0.0200
   185.701,    0.0200
   185.806,    0.0200
   185.903,    0.0200
   186.000,    0.0200
   186.104,    0.0200
   186.201,    0.0200
   186.306,    0.0200
   186.403,    0.0200
   186.500,    0.0200
   186.604,    0.0200
   186.701,    0.0200
   186.806,    0.0200
   186.903,    0.0200
   187.000,    0.0200
   187.104,    0.0200
   187.201,    0.0200
   187.306,    0.0200
   187.403,    0.0200
   187.500,    0.0200
   187.604,    0.0200
   187.701,    0.0200
   187.806,    0.0200
   187.903,    0.0200
   188.000,    0.0200
   188.104,    0.0200
   188.201,    0.0200
   188.306,    0.0200
   188.403,    0.0200
   188.500,    0.0200
   188.604,    0.0200
   188.701,    0.0200
   188.806,    0.0200
   188.903,    0.0200
   189.000,    0.0200
   189.104,    0.0200
   189.201,    0.0200
   189.306,    0.0200
   189.403,    0.0200
   189.500,    0.0200
   189.604,    0.0200
   189.701,    0.0200
   189.806,    0.0200
   189.903,    0.0200
   190.000,    0.0200
   190.104,    0.0200
   190.201,    0.0200
   190.306,    0.0200
   190.403,    0.0200
